track_num,track_id,track_name,first_artist,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,liked
3451,4ZT9FnbFu1PaBfV3itxiqT,I,Lil Skies,0.627,0.649,181891,0.453,0,6,0.116,-7.28,1,0.085,99.183,4,0.431,1
3452,577YBGuskWkVDCxZrLRB4v,Pure Cocaine,Lil Baby,0.00127,0.964,154024,0.487,6.57e-06,10,0.115,-6.071,0,0.421,127.05,4,0.107,1
3453,3pq5dd3Hwg2uJ3d63v9YRx,One Call,Gunna,0.125,0.861,195736,0.481,1.38e-05,2,0.0903,-7.309,1,0.343,146.992,4,0.188,1
3454,6Hj9jySrnFppAI0sEMCZpJ,Robbery,Juice WRLD,0.328,0.685,240051,0.692,0,2,0.153,-5.122,1,0.0457,159.966,5,0.578,1
3455,2IRZnDFmlqMuOrYOLnZZyc,Going Bad (feat. Drake),Meek Mill,0.259,0.889,180522,0.496,0,4,0.252,-6.365,0,0.0905,86.003,4,0.544,1
3456,1xkMNjOFNCw3OCI7Gtjpjb,Tap (feat. Meek Mill),NAV,0.0646,0.901,148278,0.676,0,2,0.0863,-7.033,1,0.251,85.018,4,0.452,1
3457,2tPcTFiQF9MbVUyjZ3zDhA,Paramedic!,SOB X RBE,0.177,0.856,219307,0.652,0,1,0.193,-5.324,1,0.143,97.017,4,0.471,1
3458,2BFeLCEDQBecReNuLbOHoQ,Blue Hunnids,Kool John,0.0228,0.901,196905,0.249,0.00408,11,0.107,-8.694,1,0.218,144.006,4,0.132,1
3459,7eTyfz4GA647lpSA3PCRyl,Flooded,Migos,0.00742,0.953,270213,0.511,1.73e-06,10,0.118,-6.208,0,0.401,135.067,4,0.33,1
3460,4k2l5T9ulYdnlQzlmzSqUI,Last Time (feat. Travis Scott),Gucci Mane,0.0512,0.774,248773,0.617,0,5,0.185,-6.285,0,0.0396,137.824,4,0.289,1
3461,58kwvMXeOlsvzPqUlyj75Y,Confess,Logic,0.301,0.74,343027,0.971,0.0016,0,0.156,-2.81,1,0.0884,122.952,4,0.528,1
3462,1KAObz8ZfyuMj4YTxHIrfA,Tussin (feat. Young Thug),NAV,0.439,0.662,179519,0.503,0,0,0.102,-6.701,0,0.359,162.918,4,0.315,1
3463,5rU6kDNXZLXIinFezpbWbO,Tap (feat. Meek Mill),NAV,0.0646,0.901,148278,0.676,0,2,0.0863,-7.033,1,0.251,85.018,4,0.452,1
3464,4xyhmhurbsNC0cYaAgAxt1,Amazing (feat. Future),NAV,0.0457,0.832,138000,0.581,0,2,0.166,-6.174,1,0.508,160.032,4,0.44,1
3465,4Mh7CPtUTbF72KSFxlUn13,Rack In My Sleep (feat. 88GLAM),NAV,0.187,0.832,160677,0.645,0,10,0.0864,-5.065,1,0.139,145.109,4,0.203,1
3466,5PFfxZ9WezcE8JiUWLsyus,Hold Your Breath (feat. Gunna),NAV,0.137,0.825,170955,0.682,0,8,0.122,-5.197,1,0.214,146.129,4,0.5,1
3467,4hqOmrCCJKyiuwDexd8c2t,Price On My Head (feat. The Weeknd),NAV,0.384,0.768,217776,0.574,1.65e-05,6,0.336,-6.104,0,0.136,74.949,4,0.278,1
3468,4y5tKWeAUcaFE6O8Fa8XsY,Bali,88GLAM,0.097,0.646,185316,0.503,0,11,0.13,-7.218,1,0.0402,158.027,4,0.509,1
3469,6LotTSj4ATgXgke2ktLC1O,"No Hearts, No Love (& Metro Boomin)",Big Sean,0.0271,0.384,225920,0.705,0.00681,1,0.316,-7.99,1,0.254,83.601,4,0.266,1
3470,22nyEAEM29tcBRhukR089b,Icon,Jaden,0.222,0.786,220996,0.82,0,9,0.575,-5.093,0,0.232,119.982,4,0.49,1
3471,7ynAgAdnTA6gIpCHwQTjRK,A Calabasas Freestyle,Jaden,0.141,0.707,179333,0.746,0.0141,0,0.145,-5.448,1,0.172,82.477,4,0.381,1
3472,3gbN8NCqagIB9JO567Nw5C,420 Freestyle,Wiz Khalifa,0.00627,0.923,215172,0.647,0,5,0.0855,-5.69,0,0.0715,145.006,4,0.536,1
3473,6gKl2QncooXHlgjp6YurBo,Niggaz 4 Life,N.W.A.,0.0638,0.81,298907,0.854,0,10,0.586,-6.153,0,0.249,93.117,4,0.544,1
3474,0Q2NCvFuP8T788y2bzv9Qs,Karate (feat. Chevy Woods) / Never Hesitate (feat. Darrius Willrich),Wiz Khalifa,0.115,0.573,330553,0.652,0,5,0.161,-5.828,1,0.4,82.023,4,0.81,1
3475,4fGT0JiaqoHShrg6uSsKfB,BiPolar (feat. Quavo),Gucci Mane,0.144,0.747,214642,0.569,0,8,0.18,-6.679,1,0.146,157.056,4,0.167,1
3476,4BHzHISX21PYwGXiBEUQ70,BBO (Bad Bitches Only),Migos,0.0413,0.808,251859,0.771,1.29e-06,4,0.18,-5.719,0,0.0645,161.94,4,0.471,1
3477,23dwrzeJtEEGl2U4CPWSor,"Runnin (with A$AP Rocky, A$AP Ferg & Nicki Minaj)",Mike WiLL Made-It,0.17,0.545,131674,0.975,0,10,0.145,-3.193,0,0.454,123.906,5,0.609,1
3478,35l8ivgXiWiDCv7TCZ50Da,Walk (Remix),Comethazine,0.0547,0.813,186517,0.586,0,2,0.238,-10.478,1,0.379,160.043,4,0.798,1
3479,0QV16pno66L6K3fn4W13b7,No Sleep Leak,Lil Uzi Vert,0.0112,0.788,189230,0.689,0,8,0.22,-7.211,1,0.13,136.045,4,0.681,1
3480,1PW2tQ666pGBNE7DsdHO4C,Haykıracak Nefesim Kalmasa Bile,Ajda Pekkan,0.71,0.435,212898,0.534,0,9,0.121,-10.655,0,0.084,111.429,4,0.511,1
3481,5LuwIxqYFQXXZu3vTn90Ww,Beyaz Sayfa,MFÖ,0.588,0.608,188383,0.392,2.21e-05,6,0.103,-9.621,0,0.031,136.148,4,0.41,1
3482,4RbbzNY4MEcgzewYWkIsGu,Price On My Head (feat. The Weeknd),NAV,0.384,0.768,217776,0.574,1.65e-05,6,0.336,-6.104,0,0.136,74.949,4,0.278,1
3483,28yESWw8HvQoZlyGpyH5Va,Tussin (feat. Young Thug),NAV,0.439,0.662,179519,0.503,0,0,0.102,-6.701,0,0.359,162.918,4,0.315,1
3484,0nA2zH7QBV92QkSuwdCZbi,Hold Your Breath (feat. Gunna),NAV,0.137,0.825,170955,0.682,0,8,0.122,-5.197,1,0.214,146.129,4,0.5,1
3485,6bxtai04eVsvV7IZGqOXMy,Mornin Dew,Sunni Colón,0.183,0.471,324130,0.466,0.725,7,0.121,-11.466,0,0.0469,102.988,4,0.104,1
3486,6ZaWiYupgo7KAl7uZTQklx,Satin PSICODELIC,Sunni Colón,0.00798,0.626,304482,0.776,0.0343,5,0.125,-10.444,0,0.033,103.047,4,0.564,1
3487,2c3sKqWYVJ0NsE3elgRhKH,Dragostea Din Tei,O-Zone,0.177,0.809,215432,0.965,0,0,0.0577,-3.947,1,0.0427,130.103,4,0.672,1
3488,5TmFTHZp7HjBXjjsFvCY6h,Destination Calabria - Radio Edit,Alex Gaudino,0.0015,0.627,223112,0.954,0.000814,2,0.292,-4.804,1,0.0425,128.016,4,0.312,1
3489,7jr3iPu4O4bTCVwLMbdU2i,Kiss and Make Up,Dua Lipa,0.0658,0.678,189173,0.729,0,8,0.303,-4.188,1,0.137,99.895,4,0.643,1
3490,5yDL13y5giogKs2fSNf7sj,Glad You Came,The Wanted,0.0319,0.722,197936,0.851,0,7,0.108,-3.873,0,0.0639,126.885,4,0.452,1
3491,2kqAtjOtQPAR0OiYUJR43k,Can We Dance,The Vamps,0.00312,0.64,192711,0.82,0,1,0.189,-4.729,0,0.0464,130.108,4,0.583,1
3492,2BgEsaKNfHUdlh97KmvFyo,2002,Anne-Marie,0.0372,0.697,186987,0.683,0,1,0.137,-2.881,0,0.117,96.133,4,0.603,1
3493,6FE2iI43OZnszFLuLtvvmg,Classic,MKTO,0.0384,0.72,175427,0.791,0,1,0.157,-4.689,1,0.124,102.071,4,0.756,1
3494,7eBqSVxrzQZtK2mmgRG6lC,Murder On My Mind,YNW Melly,0.145,0.759,268434,0.73,3.06e-06,0,0.11,-7.985,0,0.0516,115.007,4,0.74,1
3495,4hXDobvUaXyDFLnmecoY0z,Dip (feat. Nicki Minaj),Tyga,0.0311,0.885,195992,0.543,0,2,0.154,-6.338,1,0.2,99.026,4,0.43,1
3496,62pSYErgGri97X9aIyBzHm,Got 2 Luv U (feat. Alexis Jordan),Sean Paul,0.0825,0.605,196640,0.793,0,7,0.124,-3.084,0,0.297,184.032,4,0.647,1
3497,2cZrrQMjB63c0iIugYH9zS,Rain Over Me (feat. Marc Anthony),Pitbull,0.00416,0.61,231573,0.906,0,0,0.758,-2.117,1,0.0648,127.916,4,0.294,1
3498,07dYGGSrzPeg6a3KZjWX65,Boyfriend,Justin Bieber,0.0314,0.719,171333,0.535,0.0017,10,0.141,-6.069,0,0.0641,96.982,4,0.276,1
3499,6nYoTBmGFNgfTyRC8x1Fvp,TiK ToK,Kesha,0.0746,0.755,199693,0.832,1.27e-06,2,0.291,-2.741,0,0.116,120.032,4,0.735,1
3500,0Oe49j06Bjrxs8PltuVeaW,On The Floor - Radio Edit,Jennifer Lopez,0.0848,0.758,230907,0.686,0.00127,11,0.142,-6.346,1,0.0792,130.007,4,0.444,1
3501,5GYbkDveRD2I8M5ZJ14hWn,Never Say Never,Justin Bieber,0.0181,0.739,227853,0.807,0,0,0.295,-5.063,1,0.0652,97.048,4,0.632,1
3502,62zFEHfAYl5kdHYOivj4BC,International Love (feat. Chris Brown),Pitbull,0.0124,0.67,227280,0.855,0,0,0.335,-3.035,0,0.0499,120.05,4,0.648,1
3503,6lV2MSQmRIkycDScNtrBXO,Airplanes (feat. Hayley Williams of Paramore),B.o.B,0.11,0.66,180480,0.867,0,6,0.0368,-4.285,0,0.116,93.033,4,0.377,1
3504,30MpwM0W2uGJ9qIz1Chixb,Hips Don't Lie,Shakira,0.284,0.777,218093,0.82,0,10,0.399,-5.867,0,0.0734,100.003,4,0.76,1
3505,2lnzGkdtDj5mtlcOW2yRtG,"Whenever, Wherever",Shakira,0.237,0.794,196160,0.832,1.14e-05,1,0.203,-4.862,0,0.0407,107.657,4,0.871,1
3506,46aIq2GKW7Vr6i4g2Vvycd,Ai Se Eu Te Pego - Ao Vivo,Michel Teló,0.222,0.65,170493,0.947,0,11,0.979,-5.326,1,0.0717,96.035,4,0.694,1
3507,5StvAhgmgCOpCPHHNfS8bx,Watch Out For This (Bumaye),Major Lazer,0.0193,0.817,269147,0.754,6.69e-06,10,0.0585,-4.128,0,0.156,107.999,4,0.86,1
3508,0qm2uYzkTCo97b5WkDaaA6,Balada (Tchê Tcherere Tchê Tchê),Tsche Tsche Ballada,0.0497,0.621,200626,0.922,0,11,0.34,-3.464,0,0.04,128.058,4,0.88,1
3509,6UEfyhyfhYQsyipxOd95Ie,The Ketchup Song (Aserejé) - Spanglish Version,Las Ketchup,0.0193,0.607,213973,0.923,1.1e-06,1,0.0924,-6.777,1,0.0948,184.819,4,0.868,1
3510,6jEZLz3YpnEBRpVkv35AmP,Gasolina,Daddy Yankee,0.332,0.857,192600,0.801,1.2e-06,0,0.0789,-6.499,1,0.0618,96.009,4,0.753,1
3511,717TY4sfgKQm4kFbYQIzgo,Toxic,Britney Spears,0.0279,0.774,198813,0.847,0.0183,5,0.241,-3.925,0,0.121,143.011,4,0.923,1
3512,3MjUtNVVq3C8Fn0MP3zhXa,...Baby One More Time,Britney Spears,0.202,0.759,211067,0.699,0.000131,0,0.443,-5.745,0,0.0307,92.96,4,0.907,1
3513,4fixebDZAVToLbUCuEloa2,Womanizer,Britney Spears,0.073,0.724,224400,0.695,0,11,0.0889,-5.226,1,0.0622,139.0,4,0.235,1
3514,6naxalmIoLFWR0siv8dnQQ,Oops!...I Did It Again,Britney Spears,0.3,0.751,211160,0.834,1.77e-05,1,0.355,-5.444,0,0.0437,95.053,4,0.894,1
3515,2xtIAFJIMkzHGHiCrJ9iwd,Lolly,Maejor,0.0376,0.663,225507,0.889,0,1,0.784,-2.975,1,0.303,152.186,4,0.837,1
3516,0BxfFnk0YzONqvmrkO0QrB,Don't Cha,The Pussycat Dolls,0.00542,0.875,272080,0.631,2.54e-06,1,0.127,-3.475,1,0.099,120.003,4,0.549,1
3517,20jYtEun4dUdYZ9foaOC48,My Humps,Black Eyed Peas,0.111,0.802,326960,0.682,1.39e-05,1,0.109,-5.924,0,0.222,123.95,4,0.586,1
3518,6Q44rxzH39y2tjic98Spo5,Fergalicious,Fergie,0.0576,0.906,292373,0.584,0,8,0.128,-7.72,0,0.316,129.055,4,0.831,1
3519,2iJuuzV8P9Yz0VSurttIV5,Scream & Shout,will.i.am,0.019,0.772,283400,0.685,8.96e-05,5,0.131,-6.849,1,0.0696,130.033,4,0.501,1
3520,26XUAwGZqQEyy8Ubhtj4kq,Feelin' Myself,will.i.am,0.0293,0.859,253547,0.533,0,6,0.138,-8.59,0,0.156,96.453,4,0.514,1
3521,01TuObJVd7owWchVRuQbQw,#thatPOWER,will.i.am,0.00112,0.797,279507,0.608,7.66e-05,6,0.0748,-6.096,0,0.0584,127.999,4,0.402,1
3522,1FreAz1lmnDi5aKLB6GdFM,Where Is The Love?,Black Eyed Peas,0.101,0.835,272533,0.687,0,5,0.132,-3.18,1,0.184,94.059,4,0.828,1
3523,3JA9Jsuxr4xgHXEawAdCp4,Just Can’t Get Enough,Black Eyed Peas,0.186,0.659,219427,0.628,0,0,0.105,-8.685,0,0.179,94.05,4,0.262,1
3524,7vWFaMq63AwkFDhS2OAg5u,The Time (Dirty Bit),Black Eyed Peas,0.0662,0.816,307640,0.813,2.77e-06,6,0.602,-7.798,0,0.0664,127.979,4,0.436,1
3525,2ygMBIctKIAfbEBcT9065L,Pump It,Black Eyed Peas,0.00937,0.648,213067,0.931,0,1,0.752,-3.15,0,0.181,153.649,4,0.744,1
3526,439X8jGytErRiPnaoUJHju,CHANCES,KAYTRANADA,0.204,0.835,218200,0.527,0.000423,7,0.283,-7.272,0,0.128,106.003,4,0.611,1
3527,44Ju9snxuhY5ZKS3KHA407,Under the Moon,Claptone,0.0316,0.621,194387,0.746,0.0974,11,0.333,-6.334,0,0.0257,121.021,4,0.618,1
3528,44QmaCaPpfq5ZnXImEFAOo,Under The Moon - Cassius Remix - Edit,Claptone,0.00972,0.78,233704,0.508,0.722,5,0.149,-10.813,0,0.0436,120.927,4,0.118,1
3529,6wp5tGVNQYpKJPo1s3WUEY,Liquid Spirit - Claptone Remix,Gregory Porter,0.00406,0.877,383552,0.62,0.388,4,0.0549,-9.069,1,0.0549,120.997,4,0.296,1
3530,1a8tAQAzHIPQ00OPBXGWPz,No Eyes - Radio Edit,Claptone,0.0289,0.93,204992,0.483,0.00244,3,0.103,-9.925,1,0.0411,120.022,4,0.57,1
3531,5itOtNx0WxtJmi1TQ3RuRd,Giant (with Rag'n'Bone Man),Calvin Harris,0.016,0.807,229184,0.887,0.000503,1,0.0811,-4.311,0,0.0361,122.015,4,0.606,1
3532,5QUsyhPk2WXnMQ0KwvyEp2,Crush Culture,Conan Gray,0.131,0.631,204133,0.772,0,0,0.126,-5.36,1,0.0649,89.996,4,0.439,1
3533,7goptIL8LlgQy5aoVvSncR,You,Jacquees,0.4,0.744,217360,0.45,0,8,0.129,-8.251,0,0.067,114.945,4,0.325,1
3534,3FAclTFfvUuQYnEsptbK8w,Back To Black,Amy Winehouse,0.134,0.403,241293,0.422,2.05e-05,7,0.0861,-13.964,0,0.0373,122.728,4,0.378,1
3535,7shyK83Q7gKH8DagxwdLZf,The Spoils,Massive Attack,0.679,0.387,345691,0.183,0.387,6,0.0958,-15.208,0,0.0326,142.606,4,0.0769,1
3536,4hDwb5DvuKq3UMSVMnjXVk,Love & Hate,Michael Kiwanuka,0.154,0.283,426603,0.506,0.000444,7,0.28,-7.802,0,0.0299,163.858,4,0.501,1
3537,57yeWyaoeTt26p0dlEZukQ,Spectrum (Say My Name) - Calvin Harris Remix,Florence + The Machine,0.00225,0.578,218190,0.946,0.00412,11,0.0966,-3.85,0,0.0482,126.092,4,0.588,1
3538,6BqEhEAG1qUmUCF5H53QPG,Falling Into You (Studio Version),Hillsong Young & Free,0.0113,0.573,181133,0.642,0,7,0.112,-6.03,1,0.0368,104.922,4,0.666,1
3539,0LtVx5vsq9nfpGsWgjUin6,"City Of Stars - From ""La La Land"" Soundtrack",Ryan Gosling,0.91,0.483,149720,0.121,0,2,0.0885,-15.133,0,0.0349,106.032,4,0.419,1
3540,5hM6sP0Gh1jD57drszNueC,For You (Fifty Shades Freed) (& Rita Ora),Liam Payne,0.0188,0.483,244293,0.799,0,2,0.226,-4.567,0,0.0366,112.946,4,0.171,1
3541,3ax8V4AAuHaOMs19VQTa0t,Across The Room,penelope Q,0.653,0.627,254581,0.713,0.000784,2,0.101,-5.167,1,0.0679,121.934,4,0.252,1
3542,514rhnksEwHUh6LxXsQ4Y9,Back To You,Selena Gomez,0.0984,0.6,210240,0.683,1.26e-06,6,0.11,-6.271,1,0.0493,102.036,4,0.494,1
3543,3JX0dOCIAiaR8MP3ryXWuM,What About Me (feat. Sosamann),Lil Wayne,0.0263,0.785,216961,0.44,2.03e-06,10,0.122,-6.566,1,0.0401,118.089,4,0.22,1
3544,5YAP8zpqj1eIX88makBjDe,Roses (with Juice WRLD feat. Brendon Urie),benny blanco,0.166,0.613,223543,0.6,0,8,0.117,-7.097,1,0.154,147.059,4,0.532,1
3545,5L30HyPnIDsvOgDgwRz90j,CPR,Marco McKinnis,0.049,0.722,195813,0.447,0.0418,5,0.164,-10.05,1,0.063,140.064,4,0.233,1
3546,7wDqHhtRkP1TXSlZK0sEQH,Guiding Light,Mumford & Sons,0.0562,0.55,217633,0.686,1.22e-05,7,0.0684,-8.653,1,0.0423,100.05,4,0.3,1
3547,51wrmElSLxFzc0vSQPeTxs,Where Were You In The Morning?,Shawn Mendes,0.557,0.709,200600,0.516,0,7,0.0992,-7.468,1,0.0615,87.992,4,0.465,1
3548,19hh7DkfRBrpRGYfKlw7jb,Valentine,5 Seconds of Summer,0.0601,0.746,196628,0.767,1.07e-05,1,0.0859,-2.907,0,0.0374,94.007,4,0.773,1
3549,2hIHIivJpNiq0ucik6lF5S,Crazy Love,Future Animals,0.468,0.779,211837,0.595,0,10,0.3,-4.221,1,0.0501,97.879,3,0.561,1
3550,1CLlyjLxRuCuA1TouYV9Jp,I wonder if we're dead,eevee,0.787,0.424,156815,0.267,0.954,1,0.149,-17.193,0,0.0726,61.972,4,0.259,1
3551,7rMr0hX1QcBdzpM16sigQ6,Aşktır - Male,Gökhan Türkmen,0.876,0.307,177702,0.393,5.17e-06,4,0.779,-19.691,0,0.47,147.21,4,0.677,1
3552,1kM8RfLWwvuImLZxiEeeE7,Under the Moon,Claptone,0.0316,0.621,194387,0.746,0.0974,11,0.333,-6.334,0,0.0257,121.021,4,0.618,1
3553,3aWCSYuaOg38LcmTOUvZlo,En Güzel Yerinde Evin - Çıplak Ayaklar Stüdyosu 2013,Büyük Ev Ablukada,0.861,0.46,247447,0.183,0.0887,3,0.676,-19.395,1,0.0526,64.127,3,0.315,1
3554,4sEnZad9gvLSLkyt8DW11O,QUEER,BROCKHAMPTON,0.149,0.773,227648,0.625,0,1,0.0619,-7.029,0,0.176,82.004,4,0.676,1
3555,4O9tOyMOq8Oioun2MsULH5,RENTAL,BROCKHAMPTON,0.194,0.672,213659,0.452,0,0,0.251,-7.947,1,0.0738,82.012,4,0.514,1
3556,42tBlHWL3VfDkUM2iWcc5p,GUMMY,BROCKHAMPTON,0.198,0.687,261000,0.672,0,0,0.175,-5.975,0,0.0573,80.035,4,0.792,1
3557,2DgMxFMUQRPthW4ROhjen1,SWEET,BROCKHAMPTON,0.543,0.718,274274,0.628,0,10,0.116,-6.007,0,0.223,92.107,4,0.722,1
3558,7HRv1sYuwgoea1m0JRvChV,GOLD,BROCKHAMPTON,0.0716,0.808,266000,0.647,0.000466,11,0.205,-6.947,0,0.166,110.036,4,0.29,1
3559,5bknBRjKJZ643DAN2w8Yoy,FACE,BROCKHAMPTON,0.591,0.945,259000,0.702,0.000538,11,0.0788,-5.016,0,0.12,119.887,4,0.678,1
3560,1t4pPnbkOjzoA5RvsDjvUU,1999 WILDFIRE,BROCKHAMPTON,0.253,0.811,251250,0.57,0,5,0.148,-8.093,1,0.129,128.066,4,0.814,1
3561,0qLt7pQhm8LDxFgI0YXdlY,Heavenly Father,Isaiah Rashad,0.212,0.608,260632,0.676,0,1,0.347,-7.56,1,0.248,80.939,4,0.57,1
3562,17vQTNbvhpvi92qOnDOFHB,The Law (feat. Mac Miller & Rapsody),Ab-Soul,0.249,0.744,329208,0.637,0,1,0.0965,-7.297,0,0.301,139.882,4,0.697,1
3563,2wQVmS0j4xcSbEK8CLEgwz,Born Sinner (feat. James Fauntleroy),J. Cole,0.301,0.556,209360,0.908,0,5,0.129,-4.759,0,0.245,158.151,4,0.715,1
3564,1vvnYpYEMVB4aq9I6tHIEB,4 Your Eyez Only,J. Cole,0.367,0.701,530253,0.485,6.31e-05,11,0.0852,-10.305,0,0.364,78.863,4,0.496,1
3565,4osgfFTICMkcGbbigdsa53,Novacane,Frank Ocean,0.0584,0.762,302347,0.508,0.00126,3,0.16,-9.112,1,0.0919,93.51,4,0.37,1
3566,5k7VKj1Xwy5DjO4B0PdAOb,Nude,Radiohead,0.833,0.537,255387,0.342,0.6,4,0.0856,-9.785,1,0.0338,128.331,3,0.156,1
3567,4Na0siMtWOW9pJoWJ1Ponv,Exit Music (For a Film),Radiohead,0.229,0.293,267187,0.276,0.119,7,0.167,-11.353,1,0.0351,121.603,4,0.196,1
3568,2Q2pYPUZtN7zQ8eaprPM3O,Sen Ve Ben,Ajda Pekkan,0.408,0.448,161147,0.637,0,9,0.198,-4.86,0,0.0448,104.806,3,0.677,1
3569,2nPiY4LOtNCJIo0RMAwNNm,Kıskanırım Seni Ben,Neşe Karaböcek,0.656,0.515,226580,0.354,0,7,0.0793,-13.378,1,0.0338,118.286,4,0.633,1
3570,13jkRv1b3Iy2Mk3XJhVG6w,Lullabies,Yuna,0.437,0.718,245600,0.34,0.0223,5,0.0891,-9.004,1,0.0382,85.022,4,0.343,1
3571,3RJuptH9QoeJWzHd4ZCI0u,Lullabies - Adventure Club Remix,Yuna,0.00171,0.403,252954,0.698,0.00126,9,0.256,-5.058,0,0.0357,159.869,4,0.0833,1
3572,29yXMFKIrY1fFY4DYBVZCu,Life In a Glasshouse,Radiohead,0.731,0.168,276693,0.397,0.0378,7,0.116,-7.619,0,0.0323,84.393,4,0.0497,1
3573,6EwYNJxvD6UmZKK9LacgjW,Angel,Sauce Boss,0.555,0.7,171682,0.331,8.09e-05,3,0.101,-12.302,0,0.401,110.588,4,0.378,1
3574,5zT5cMnMKoyruPj13TQXGx,I Found,Amber Run,0.862,0.567,273000,0.303,0.00563,7,0.104,-12.481,0,0.0351,124.949,4,0.252,1
3575,0hu4Gjll34XDRJCDpmtXK4,Sen Olmayınca,Pinhani,0.594,0.445,194407,0.572,1.35e-06,5,0.137,-8.415,0,0.0363,148.081,3,0.162,1
3576,6EelrDeZGS0Z81NhXevtrJ,Lost Without You,Freya Ridings,0.928,0.409,225076,0.137,0,6,0.0706,-9.169,1,0.0446,162.08,1,0.106,1
3577,26FTaYdQb16B82WfKaaB0O,Let It Go,Will Young,0.509,0.593,221267,0.372,0,6,0.0904,-8.199,1,0.0417,72.013,4,0.295,1
3578,2vdId18EePzFhwfp4ryqFq,Shape Of My Heart,Sting,0.691,0.537,279227,0.373,0.000915,6,0.083,-10.081,0,0.0331,83.936,4,0.244,1
3579,3l27byXd1pGzMPKYZzLYFZ,don't you see...,v a s s h,0.0208,0.254,211045,0.691,0.217,1,0.115,-9.366,0,0.0553,139.49,4,0.0776,1
3580,54bxxfdPQ5jsWXMF9JQ0eR,Big Jet Plane (Recable Remix) [feat. Angus and Julia Stone],Recable,0.613,0.64,278231,0.567,0.378,10,0.0832,-9.619,0,0.03,112.961,4,0.23,1
3581,4Rr48n2qSlObp6qzOqL4Yr,Lost Together,Frazey Ford,0.909,0.518,271453,0.206,0.000253,9,0.108,-13.118,1,0.0337,95.589,4,0.234,1
3582,1dQOMZz9SkT7ig0w65lQWC,This Year's Love,David Gray,0.731,0.33,245533,0.167,3.08e-05,8,0.101,-11.635,1,0.0311,164.954,3,0.202,1
3583,0nlVsRpZgsOZi0BFfzHSL9,Love Really Hurts Without You,Billy Ocean,0.00201,0.518,178933,0.905,4.67e-06,5,0.095,-3.846,1,0.034,140.989,4,0.96,1
3584,4MKnTSEJuUFKvf4LcKMsw6,Behind,Sensi Sye,0.0895,0.735,173427,0.073,0.0207,11,0.101,-16.135,1,0.0563,144.052,4,0.373,1
3585,3Ty7OTBNSigGEpeW2PqcsC,Glory Box,Portishead,0.177,0.51,308627,0.434,0.516,1,0.0603,-10.004,1,0.0361,119.695,4,0.207,1
3586,27kxwJ4BxCv4ogFnGGFHPn,Kiss Me,Le Flex,0.0164,0.705,297143,0.329,0.453,9,0.0931,-10.814,0,0.0565,83.99,4,0.609,1
3587,7LZgdL0MxiElfaKZbuuE4l,Asleep - 2011 Remaster,The Smiths,0.88,0.512,253560,0.255,0.532,0,0.146,-15.867,1,0.0291,115.144,3,0.215,1
3588,3B8Tx2eKzZ1u6bPnozOL1h,Treat You Better,RÜFÜS DU SOL,0.356,0.599,273640,0.539,5.38e-06,8,0.102,-5.897,1,0.034,121.947,4,0.188,1
3589,5ZvHcR4OSwvEV5IhigbTOT,Underwater,RÜFÜS DU SOL,0.019,0.611,349293,0.809,0.0185,6,0.114,-6.63,0,0.0342,118.003,4,0.428,1
3590,6rLQZW36LaEUGWl3sWTg7v,No Place,RÜFÜS DU SOL,0.0167,0.612,237987,0.876,0.175,4,0.189,-6.247,0,0.0315,120.022,4,0.187,1
3591,2PIvq1pGrUjY007X5y1UpM,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",The Weeknd,0.385,0.659,252227,0.381,0,2,0.0972,-5.922,0,0.0304,119.844,3,0.426,1
3592,5J4ZkQpzMUFojo1CtAZYpn,Love Me Harder,Ariana Grande,0.00937,0.472,236133,0.714,0,1,0.0764,-4.389,0,0.0334,98.992,4,0.24,1
3593,22VdIZQfgXJea34mQxlt81,Can't Feel My Face,The Weeknd,0.113,0.705,213520,0.769,0,9,0.105,-5.526,0,0.0425,107.949,4,0.583,1
3594,5GXAXm5YOmYT0kL5jHvYBt,I Feel It Coming,The Weeknd,0.426,0.773,269187,0.819,0,0,0.0679,-5.946,0,0.118,92.99,4,0.585,1
3595,7MXVkk9YMctZqd1Srtv4MB,Starboy,The Weeknd,0.141,0.679,230453,0.587,6.35e-06,7,0.137,-7.015,1,0.276,186.003,4,0.486,1
3596,7fBv7CLKzipRk6EC6TWHOB,The Hills,The Weeknd,0.0671,0.585,242253,0.564,0,0,0.135,-7.063,0,0.0515,113.003,4,0.137,1
3597,6K4t31amVTZDgR3sKmwUJJ,The Less I Know The Better,Tame Impala,0.0115,0.64,216320,0.74,0.00678,4,0.167,-4.083,1,0.0284,116.879,4,0.785,1
3598,2X485T9Z5Ly0xyaghN73ed,Let It Happen,Tame Impala,0.00462,0.602,467587,0.881,0.0266,1,0.111,-5.875,0,0.0443,125.012,4,0.577,1
3599,0LtOwyZoSNZKJWHqjzADpW,Feels Like We Only Go Backwards,Tame Impala,0.0277,0.303,192960,0.9,0.635,2,0.11,-2.352,0,0.0574,149.508,4,0.491,1
3600,4frLb7nWtsz2ymBE6k2GRP,Earned It (Fifty Shades Of Grey),The Weeknd,0.405,0.659,277680,0.291,0,2,0.0771,-8.275,0,0.0348,119.829,3,0.406,1
